Date,Close/Last,Volume,Open,High,Low
05/18/2023,1959.80,221594,1985.60,1988.80,1954.40
05/17/2023,1984.90,200251,1993.00,1997.00,1978.10
05/16/2023,1993.00,224203,2021.30,2022.70,1989.10
05/15/2023,2022.70,159252,2013.40,2027.50,2011.20
05/12/2023,2019.80,214111,2020.50,2027.80,2005.70
05/11/2023,2020.50,275846,2036.80,2047.60,2016.70
05/10/2023,2037.10,242839,2041.60,2056.00,2028.30
05/09/2023,2042.90,181949,2028.40,2045.10,2026.40
05/08/2023,2033.20,164088,2024.60,2037.10,2022.00
05/05/2023,2024.80,261252,2058.00,2061.30,2007.00
05/04/2023,2055.70,304106,2054.70,2085.40,2038.50
05/03/2023,2037.00,223500,2026.40,2050.00,2016.00
05/02/2023,2023.30,238278,1990.50,2028.80,1986.90
05/01/2023,1992.20,169545,2000.20,2015.40,1985.70
04/28/2023,1999.10,166935,1997.20,2004.10,1984.40
04/27/2023,1999.00,198056,1999.80,2013.30,1982.00
04/26/2023,1996.00,231110,2007.70,2020.20,1993.70
04/25/2023,2004.50,214107,1999.40,2014.50,1986.20
04/24/2023,1999.80,136854,1992.00,2001.50,1984.40
04/21/2023,1990.50,205700,2016.10,2016.80,1982.30
04/20/2023,2019.10,158915,2007.70,2024.20,2002.20
04/19/2023,2007.30,214273,2017.90,2020.30,1980.90
04/18/2023,2019.70,160716,2007.90,2024.60,2003.30
04/17/2023,2007.00,178631,2014.10,2028.00,1993.40
04/14/2023,2015.80,259581,2054.70,2061.60,2006.00
04/13/2023,2055.30,190641,2029.50,2063.40,2028.30
04/12/2023,2024.90,220798,2019.10,2043.90,2015.70
04/11/2023,2019.00,122902,2007.00,2022.50,2003.70
04/10/2023,2003.80,133204,2008.60,2021.50,1996.50
04/06/2023,2026.40,145401,2037.10,2037.70,2016.50
04/05/2023,2020.90,525,2022.10,2033.80,2013.60
04/04/2023,2022.20,811,1984.60,2027.10,1979.00
04/03/2023,1983.90,737,1968.10,1991.70,1950.00
03/31/2023,1969.00,957,1981.30,1986.80,1968.00
03/30/2023,1980.30,9979,1965.90,1984.40,1954.90
03/29/2023,1966.90,87911,1975.40,1976.00,1959.50
03/28/2023,1973.50,181641,1957.80,1977.10,1949.90
03/27/2023,1953.80,202321,1982.60,1984.00,1945.00
03/24/2023,1983.80,276299,1996.10,2006.50,1977.70
03/23/2023,1995.90,257040,1974.00,2006.10,1967.30
03/22/2023,1949.60,240155,1943.50,1982.30,1936.50
03/21/2023,1941.10,242914,1983.10,1988.70,1938.60
03/20/2023,1999.70,66038,2008.60,2031.70,1987.00
03/17/2023,1990.20,63433,1942.70,2010.40,1939.10
03/16/2023,1923.00,242983,1922.80,1938.00,1911.50
03/15/2023,1931.30,376775,1908.20,1942.50,1889.50
03/14/2023,1910.90,254442,1919.40,1919.40,1899.80
03/13/2023,1916.50,426262,1877.10,1919.50,1875.70
03/10/2023,1867.20,319696,1835.10,1874.30,1830.00
03/09/2023,1834.60,207702,1818.00,1839.40,1815.40
03/08/2023,1818.60,186948,1818.00,1828.70,1813.40
03/07/2023,1820.00,225479,1852.60,1856.90,1817.10
03/06/2023,1852.40,130994,1861.00,1864.30,1850.60
03/03/2023,1854.60,152535,1842.10,1864.40,1842.00
03/02/2023,1840.50,135493,1843.80,1845.30,1835.90
03/01/2023,1845.40,179501,1834.00,1852.50,1829.60
02/28/2023,1836.70,175222,1823.90,1838.60,1810.80
02/27/2023,1824.90,127138,1818.00,1827.30,1812.00
02/24/2023,1817.10,162961,1829.70,1835.10,1815.50
02/23/2023,1826.80,174152,1834.70,1841.20,1824.80
02/22/2023,1841.50,137955,1843.70,1855.00,1831.90
02/21/2023,1842.50,205256,1850.50,1856.40,1839.00
02/17/2023,1850.20,161154,1845.70,1853.10,1827.70
02/16/2023,1851.80,163521,1846.50,1854.90,1836.60
02/15/2023,1845.30,165570,1865.10,1870.90,1839.30
02/14/2023,1865.40,209831,1864.10,1881.60,1852.50
02/13/2023,1863.50,127343,1876.70,1877.20,1860.80
02/10/2023,1874.50,150144,1873.50,1883.50,1863.50
02/09/2023,1878.50,177874,1888.30,1902.30,1870.20
02/08/2023,1890.70,126260,1885.10,1898.90,1881.40
02/07/2023,1884.80,172946,1880.30,1897.20,1877.50
02/06/2023,1879.50,158761,1878.00,1894.00,1873.20
02/03/2023,1876.60,296669,1926.30,1932.40,1874.50
02/02/2023,1930.80,242931,1967.10,1975.20,1925.60
02/01/2023,1942.80,205037,1944.00,1970.80,1936.10
01/31/2023,1945.30,189046,1938.60,1946.90,1915.50
01/30/2023,1939.20,134362,1944.00,1950.10,1936.20
01/27/2023,1945.60,142448,1945.80,1952.10,1933.00
01/26/2023,1946.70,127736,1965.00,1966.50,1935.10
01/25/2023,1959.40,81544,1955.20,1966.30,1937.50
01/24/2023,1952.20,82356,1948.90,1960.50,1935.00
01/23/2023,1945.40,55696,1948.00,1953.30,1929.20
01/20/2023,1928.20,161073,1933.70,1939.00,1922.00
01/19/2023,1923.90,204470,1907.00,1936.90,1902.00
01/18/2023,1907.00,209782,1911.10,1929.80,1898.60
01/17/2023,1909.90,253693,1923.80,1931.80,1906.20
01/13/2023,1921.70,226750,1898.80,1925.30,1895.10
01/12/2023,1898.80,243497,1879.70,1906.50,1872.40
01/11/2023,1878.90,201761,1881.30,1890.90,1870.90
01/10/2023,1876.50,150115,1875.70,1885.20,1872.00
01/09/2023,1877.80,183869,1872.80,1886.40,1869.30
01/06/2023,1869.70,208187,1835.90,1875.20,1835.20
01/05/2023,1840.60,177851,1861.20,1864.30,1829.90
01/04/2023,1859.00,193760,1845.20,1871.30,1842.00
01/03/2023,1846.10,206818,1831.80,1856.60,1831.30
12/30/2022,1826.20,103926,1821.80,1832.40,1819.80
12/29/2022,1826.00,103283,1812.30,1827.30,1811.20
12/28/2022,1815.80,110705,1822.40,1822.80,1804.20
12/27/2022,1823.10,156189,1808.20,1841.90,1808.00
12/23/2022,1804.20,100413,1801.00,1812.20,1798.90
12/22/2022,1795.30,168989,1823.80,1829.30,1792.70
12/21/2022,1823.90,103269,1827.90,1833.80,1821.30
12/20/2022,1825.40,191823,1796.80,1832.40,1793.70
12/19/2022,1797.70,84087,1801.60,1808.60,1793.20
12/16/2022,1800.20,126360,1786.90,1804.20,1783.90
12/15/2022,1787.80,179653,1818.70,1819.70,1782.00
12/14/2022,1818.70,140490,1822.60,1825.40,1806.20
12/13/2022,1825.50,222725,1792.30,1836.90,1791.80
12/12/2022,1792.30,105314,1808.00,1809.30,1789.00
12/09/2022,1810.70,145372,1801.90,1819.00,1800.10
12/08/2022,1801.50,111761,1799.50,1806.90,1793.20
12/07/2022,1798.00,149600,1783.30,1803.20,1780.50
12/06/2022,1782.40,123344,1780.80,1793.20,1779.10
12/05/2022,1781.30,175905,1810.50,1822.90,1778.10
12/02/2022,1809.60,177152,1817.00,1818.70,1791.80
12/01/2022,1815.20,219246,1783.10,1818.40,1782.90
11/30/2022,1759.90,183177,1763.40,1784.20,1758.20
11/29/2022,1763.70,125501,1754.60,1773.40,1752.90
11/28/2022,1755.30,126938,1771.10,1778.50,1753.30
11/25/2022,1768.80,62238,1765.20,1776.00,1760.60
11/23/2022,1760.40,72154,1755.60,1769.70,1733.50
11/22/2022,1754.80,57764,1755.40,1765.80,1752.40
11/21/2022,1754.60,64912,1766.60,1769.70,1748.80
11/18/2022,1769.00,29695,1777.60,1784.50,1764.00
11/17/2022,1763.00,164553,1777.00,1777.60,1756.60
11/16/2022,1775.80,191870,1782.00,1788.20,1773.40
11/15/2022,1774.70,276828,1774.00,1791.80,1770.20
11/14/2022,1774.20,184022,1769.40,1778.40,1755.80
11/11/2022,1774.20,182646,1758.30,1775.60,1750.30
11/10/2022,1753.70,284865,1709.70,1760.60,1705.50
11/09/2022,1715.80,221627,1715.20,1725.80,1705.10
11/08/2022,1716.00,276996,1678.00,1720.40,1667.10
11/07/2022,1680.50,170491,1678.60,1685.60,1670.00
11/04/2022,1685.70,279525,1631.70,1686.40,1631.10
11/03/2022,1637.70,241648,1639.10,1643.20,1618.30
11/02/2022,1651.00,215445,1651.40,1673.10,1637.40
11/01/2022,1636.40,193178,1636.10,1660.30,1633.60
10/31/2022,1648.30,124445,1647.20,1648.50,1634.50
10/28/2022,1648.30,186519,1667.20,1670.90,1640.70
10/27/2022,1668.80,180599,1668.80,1674.80,1658.50
10/26/2022,1669.20,183453,1657.70,1679.40,1653.80
10/25/2022,1658.00,178706,1654.50,1666.80,1641.20
10/24/2022,1654.10,167448,1662.90,1675.50,1648.00
10/21/2022,1656.30,265985,1632.40,1663.10,1621.10
10/20/2022,1636.80,159797,1634.60,1650.30,1626.30
10/19/2022,1634.20,172551,1657.20,1659.80,1632.20
10/18/2022,1655.50,N/A,1655.50,1655.50,1655.50
10/17/2022,1664.00,144374,1649.90,1674.30,1649.10
10/14/2022,1672.90,N/A,1672.90,1672.90,1672.90
10/13/2022,1672.90,N/A,1672.90,1672.90,1672.90
10/12/2022,1677.50,127689,1673.40,1685.10,1668.00
10/11/2022,1686.00,166065,1675.60,1691.30,1667.50
10/10/2022,1675.20,152626,1703.40,1707.40,1672.50
10/07/2022,1709.30,153813,1721.00,1722.80,1698.40
10/06/2022,1720.90,134333,1725.50,1734.20,1714.80
10/05/2022,1720.80,168000,1734.40,1736.60,1708.80
10/04/2022,1730.50,199426,1708.40,1738.70,1704.00
10/03/2022,1702.00,207858,1670.50,1710.40,1666.50
09/30/2022,1672.00,173144,1669.50,1684.40,1667.50
09/29/2022,1668.60,196633,1669.00,1673.10,1649.30
09/28/2022,1670.00,270952,1636.50,1671.60,1622.20
09/27/2022,1636.20,192565,1629.20,1650.10,1628.70
09/26/2022,1633.40,213873,1651.00,1657.20,1627.70
09/23/2022,1655.60,236570,1680.10,1685.00,1646.60
09/22/2022,1681.10,232407,1682.80,1693.50,1663.30
09/21/2022,1675.70,221902,1673.20,1696.90,1661.30
09/20/2022,1671.10,140765,1684.90,1688.80,1668.10
09/19/2022,1678.20,138336,1685.40,1688.80,1667.60
09/16/2022,1683.50,209506,1673.70,1689.90,1661.90
09/15/2022,1677.30,257001,1707.20,1707.80,1668.90
09/14/2022,1709.10,159797,1711.60,1717.30,1703.30
09/13/2022,1717.40,228966,1736.00,1742.90,1706.70
09/12/2022,1740.60,152588,1728.40,1746.40,1722.30
09/09/2022,1728.60,151576,1719.60,1740.50,1719.40
09/08/2022,1720.20,182302,1729.50,1739.40,1713.70
09/07/2022,1727.80,169690,1712.90,1731.20,1701.70
09/06/2022,1712.90,202021,1724.20,1737.40,1710.60
09/02/2022,1722.60,171140,1707.80,1729.50,1705.90
09/01/2022,1709.30,192532,1723.00,1723.00,1699.10
08/31/2022,1726.20,169549,1735.50,1738.00,1720.60
08/30/2022,1736.30,126018,1749.80,1752.80,1732.90
08/29/2022,1749.70,151838,1748.40,1757.90,1731.40
08/26/2022,1749.80,169654,1771.80,1772.30,1746.20
08/25/2022,1771.40,114539,1764.40,1778.80,1763.00
08/24/2022,1761.50,111405,1761.30,1769.50,1754.80
08/23/2022,1761.20,140603,1750.00,1767.50,1743.10
08/22/2022,1748.40,137883,1760.60,1762.10,1740.20
08/19/2022,1762.90,133714,1773.10,1773.30,1759.10
08/18/2022,1771.20,119686,1777.10,1786.30,1768.80
08/17/2022,1776.70,134521,1790.80,1796.60,1773.90
08/16/2022,1789.70,90514,1795.50,1798.00,1785.40
08/15/2022,1798.10,134361,1818.90,1818.90,1787.60
08/12/2022,1815.50,114600,1805.20,1819.10,1799.60
08/11/2022,1807.20,115221,1807.90,1814.90,1798.60
08/10/2022,1813.70,151584,1811.50,1824.60,1803.30
08/09/2022,1812.30,117689,1805.50,1817.00,1799.40
08/08/2022,1805.20,101477,1790.30,1806.40,1786.90
08/05/2022,1791.20,164173,1807.70,1811.60,1780.20
08/04/2022,1806.90,146208,1782.10,1812.00,1779.40
08/03/2022,1776.40,147085,1777.30,1789.40,1770.00
08/02/2022,1789.70,169496,1789.20,1805.00,1776.00
08/01/2022,1787.70,131463,1782.50,1792.50,1774.30
07/29/2022,1781.80,136893,1773.10,1784.60,1768.40
07/28/2022,1769.20,186813,1751.40,1774.40,1750.40
07/27/2022,1737.50,114058,1733.10,1758.20,1727.00
07/26/2022,1735.70,84467,1735.90,1744.30,1729.60
07/25/2022,1737.10,73873,1744.00,1752.50,1730.90
07/22/2022,1745.30,70482,1735.30,1755.90,1729.80
07/21/2022,1731.30,56532,1711.50,1737.30,1696.10
07/20/2022,1717.70,47329,1727.00,1730.40,1707.80
07/19/2022,1728.10,23419,1725.20,1734.20,1720.70
07/18/2022,1710.20,144409,1706.40,1722.00,1704.40
07/15/2022,1703.60,172240,1708.20,1714.20,1696.60
07/14/2022,1705.80,242301,1733.60,1734.80,1695.00
07/13/2022,1735.50,269477,1723.60,1744.30,1704.50
07/12/2022,1724.80,230448,1731.30,1742.20,1721.60
07/11/2022,1731.70,151802,1741.50,1743.00,1729.00
07/08/2022,1742.30,166939,1738.70,1751.70,1726.00
07/07/2022,1739.70,143028,1737.20,1748.20,1734.70
07/06/2022,1736.50,249079,1764.20,1771.50,1730.70
07/05/2022,1763.90,293094,1814.40,1815.20,1763.00
07/01/2022,1801.50,238651,1808.10,1813.60,1783.40
06/30/2022,1807.30,196788,1819.20,1826.80,1802.50
06/29/2022,1817.50,147761,1821.40,1834.90,1810.70
06/28/2022,1821.20,103812,1823.60,1830.90,1819.10
06/27/2022,1824.80,135496,1839.60,1842.80,1821.80
06/24/2022,1830.30,134283,1824.20,1833.70,1817.70
06/23/2022,1829.80,159259,1839.70,1829.10,1824.00
06/22/2022,1838.40,142428,1834.90,1850.30,1824.50
06/21/2022,1838.80,171831,1840.60,1848.40,1830.70
06/17/2022,1840.60,137967,1859.30,1861.50,1836.10
06/16/2022,1849.90,173720,1835.80,1860.20,1816.30
06/15/2022,1819.60,198265,1809.70,1845.40,1808.40
06/14/2022,1813.50,155376,1820.90,1833.30,1806.10
06/13/2022,1831.80,243512,1879.00,1882.50,1819.00
06/10/2022,1875.50,258683,1850.40,1879.60,1826.50
06/09/2022,1852.80,123946,1855.10,1857.80,1841.90
06/08/2022,1856.50,110022,1855.00,1862.40,1846.60
06/07/2022,1852.10,115125,1843.50,1858.20,1838.50
06/06/2022,1843.70,95742,1853.70,1861.20,1843.00
06/03/2022,1850.20,110502,1872.60,1878.60,1849.70
06/02/2022,1871.40,123196,1849.90,1874.40,1846.50
06/01/2022,1848.70,152568,1840.00,1853.00,1830.20
05/31/2022,1848.40,191376,1856.50,1867.90,1837.60
05/27/2022,1857.30,119997,1855.10,1866.90,1851.90
05/26/2022,1853.90,88345,1857.90,1859.00,1842.50
05/25/2022,1852.50,95996,1871.20,1872.70,1845.00
05/24/2022,1871.40,69225,1858.60,1875.00,1853.90
05/23/2022,1853.90,57586,1850.90,1870.40,1849.70
05/20/2022,1848.40,40522,1847.40,1854.00,1837.30
05/19/2022,1847.80,36782,1821.30,1854.50,1814.90
05/18/2022,1822.40,33301,1820.20,1829.30,1811.70
05/17/2022,1818.90,134758,1823.90,1834.80,1811.00
05/16/2022,1814.00,156521,1809.40,1826.00,1785.00
05/13/2022,1808.20,172127,1821.40,1827.60,1797.20
05/12/2022,1824.60,230455,1852.30,1858.80,1820.10
05/11/2022,1853.70,219335,1836.60,1857.80,1830.60
05/10/2022,1841.00,235122,1853.90,1864.70,1834.50
05/09/2022,1858.60,194520,1883.70,1885.60,1851.00
05/06/2022,1882.80,165627,1877.50,1894.00,1865.00
05/05/2022,1875.70,212206,1884.10,1910.70,1872.30
05/04/2022,1868.80,155972,1868.30,1892.00,1861.10
05/03/2022,1870.60,161150,1863.60,1878.40,1849.70
05/02/2022,1863.60,186052,1896.20,1900.40,1853.40
04/29/2022,1911.70,169590,1895.80,1921.30,1893.50
04/28/2022,1891.30,166979,1886.80,1897.80,1870.90
04/27/2022,1888.70,168759,1907.40,1908.10,1881.60
04/26/2022,1904.10,159198,1899.80,1912.20,1896.30
04/25/2022,1896.00,222175,1931.90,1935.50,1891.80
04/22/2022,1934.30,172335,1953.10,1957.80,1928.00
04/21/2022,1948.20,149700,1960.00,1960.10,1938.00
04/20/2022,1955.60,136017,1952.70,1960.90,1941.00
04/19/2022,1959.00,176033,1981.20,1985.10,1945.50
04/18/2022,1986.40,135491,1978.50,2003.00,1974.40
04/14/2022,1974.90,136906,1981.60,1984.00,1962.70
04/13/2022,1984.70,128353,1970.50,1985.80,1966.30
04/12/2022,1976.10,167267,1957.40,1982.70,1953.00
04/11/2022,1948.20,179115,1949.60,1974.60,1942.90
04/08/2022,1945.60,138521,1934.30,1952.20,1930.40
04/07/2022,1937.80,119672,1928.10,1941.70,1923.30
04/06/2022,1923.10,149065,1927.60,1937.60,1916.20
04/05/2022,1927.50,142736,1937.30,1948.90,1920.90
04/04/2022,1934.00,106062,1927.10,1941.60,1918.20
04/01/2022,1923.70,129770,1942.40,1944.50,1921.40
03/31/2022,1954.00,143756,1937.30,1955.00,1923.00
03/30/2022,1939.00,133201,1924.00,1943.40,1920.10
03/29/2022,1918.00,207331,1927.20,1934.40,1893.20
03/28/2022,1944.70,106563,1962.50,1965.20,1920.70
03/25/2022,1959.80,60137,1963.20,1970.40,1948.20
03/24/2022,1967.70,65218,1948.90,1972.50,1942.90
03/23/2022,1942.60,48141,1926.30,1953.90,1920.70
03/22/2022,1926.70,46165,1941.00,1944.70,1915.50
03/21/2022,1934.80,46403,1927.40,1947.20,1922.20
03/18/2022,1933.90,34050,1947.90,1950.90,1922.70
03/17/2022,1948.20,32640,1933.40,1955.60,1929.00
03/16/2022,1909.20,188471,1920.10,1930.10,1895.20
03/15/2022,1929.70,208752,1953.70,1956.90,1908.10
03/14/2022,1960.80,146870,1988.70,1994.80,1952.00
03/11/2022,1985.00,234258,2000.30,2004.00,1960.60
03/10/2022,2000.40,279944,1992.80,2015.10,1975.00
03/09/2022,1988.20,329822,2060.20,2068.50,1981.00
03/08/2022,2043.30,413624,2001.00,2078.80,1985.80
03/07/2022,1995.90,345526,1978.50,2007.50,1964.20
03/04/2022,1966.60,228205,1938.50,1974.90,1931.50
03/03/2022,1935.90,170994,1931.70,1944.60,1923.10
03/02/2022,1922.30,221028,1945.30,1951.40,1916.00
03/01/2022,1943.80,215091,1908.40,1952.60,1903.00
02/28/2022,1900.70,239416,1921.00,1935.20,1892.20
02/25/2022,1887.60,220963,1906.50,1925.00,1884.40
02/24/2022,1926.30,409954,1911.90,1976.50,1878.60
02/23/2022,1910.40,151417,1901.20,1912.90,1891.10
02/22/2022,1907.40,323210,1903.50,1918.30,1889.70
02/18/2022,1899.80,155484,1901.40,1905.00,1888.00
02/17/2022,1902.00,251680,1872.00,1904.00,1869.70
02/16/2022,1871.50,136348,1855.50,1874.60,1851.80
02/15/2022,1856.20,208428,1873.80,1881.60,1845.40
02/14/2022,1869.40,220292,1862.20,1876.50,1851.90
02/11/2022,1842.10,232425,1827.00,1867.40,1821.10
02/10/2022,1837.40,221886,1834.00,1843.30,1821.80
02/09/2022,1836.60,128735,1827.00,1837.10,1825.50
02/08/2022,1827.90,138151,1821.50,1829.90,1816.00
02/07/2022,1821.80,137112,1808.00,1824.60,1807.50
02/04/2022,1807.80,175521,1805.40,1815.80,1792.10
02/03/2022,1804.10,168783,1807.40,1809.50,1788.50
02/02/2022,1810.30,120057,1800.80,1812.00,1794.60
02/01/2022,1801.50,125228,1798.90,1809.70,1796.20
01/31/2022,1796.40,134623,1792.80,1800.90,1785.80
01/28/2022,1786.60,211839,1799.60,1800.30,1780.60
01/27/2022,1795.00,198030,1821.40,1823.80,1792.70
01/26/2022,1832.00,146441,1850.70,1852.60,1816.40
01/25/2022,1855.00,71595,1846.00,1856.70,1836.80
01/24/2022,1844.20,100586,1838.30,1847.20,1831.90
01/21/2022,1834.10,66596,1842.60,1845.80,1830.60
01/20/2022,1844.90,78202,1842.90,1850.80,1838.40
01/19/2022,1845.50,84788,1816.40,1846.10,1811.60
01/18/2022,1812.40,347305,1818.70,1822.90,1804.70
01/14/2022,1816.50,164913,1822.10,1829.30,1814.20
01/13/2022,1821.40,197305,1825.70,1828.30,1811.80
01/12/2022,1827.30,173549,1821.30,1828.20,1814.40
01/11/2022,1818.50,165152,1801.30,1823.10,1799.70
01/10/2022,1798.80,153934,1796.40,1802.00,1789.30
01/07/2022,1797.40,218941,1791.00,1798.40,1781.30
01/06/2022,1789.20,233180,1810.60,1811.60,1785.40
01/05/2022,1825.10,167651,1815.20,1830.70,1808.20
01/04/2022,1814.60,162124,1801.10,1817.20,1798.10
01/03/2022,1800.10,163300,1830.10,1833.00,1798.20
12/31/2021,1828.60,101324,1817.00,1831.40,1815.40
12/30/2021,1814.10,110142,1805.60,1818.10,1796.20
12/29/2021,1805.80,135650,1806.60,1808.00,1789.10
12/28/2021,1810.90,97605,1812.10,1821.60,1805.50
12/27/2021,1808.80,80323,1810.20,1814.60,1803.60
12/23/2021,1811.70,101178,1805.60,1812.00,1799.00
12/22/2021,1802.20,107201,1789.40,1806.30,1785.80
12/21/2021,1788.70,131120,1791.40,1801.70,1785.00
12/20/2021,1794.60,104146,1800.20,1804.60,1789.00
12/17/2021,1804.90,152640,1801.50,1815.70,1796.50
12/16/2021,1798.20,164102,1777.90,1800.70,1775.70
12/15/2021,1764.50,158071,1771.90,1781.30,1753.00
12/14/2021,1772.30,148182,1787.60,1789.80,1766.10
12/13/2021,1788.30,103999,1784.20,1792.80,1782.20
12/10/2021,1784.80,140032,1776.30,1791.00,1770.40
12/09/2021,1776.70,121045,1784.30,1788.40,1773.30
12/08/2021,1785.50,106555,1785.10,1794.30,1780.10
12/07/2021,1784.70,124583,1779.50,1789.30,1772.40
12/06/2021,1779.50,99840,1787.70,1789.00,1776.40
12/03/2021,1783.90,170092,1769.40,1788.00,1766.00
12/02/2021,1762.70,164492,1783.80,1785.20,1762.20
12/01/2021,1784.30,172176,1777.40,1795.70,1773.70
11/30/2021,1776.50,234588,1786.90,1811.40,1771.20
11/29/2021,1785.20,145347,1795.20,1801.50,1782.00
11/26/2021,1788.10,173605,1792.30,1819.30,1781.60
11/24/2021,1786.90,101304,1792.30,1798.80,1780.20
11/23/2021,1786.30,146754,1808.70,1815.20,1784.30
11/22/2021,1809.10,136164,1850.70,1853.00,1805.30
11/19/2021,1854.30,61307,1863.80,1870.50,1847.00
11/18/2021,1864.00,48241,1871.70,1875.90,1859.40
11/17/2021,1872.80,30319,1854.50,1873.10,1853.80
11/16/2021,1854.10,212495,1864.90,1879.50,1851.00
11/15/2021,1866.60,208217,1872.60,1873.00,1858.50
11/12/2021,1868.50,192007,1864.30,1871.40,1847.50
11/11/2021,1863.90,178701,1851.50,1868.70,1845.10
11/10/2021,1848.30,323266,1834.50,1870.60,1823.00
11/09/2021,1830.80,202363,1826.90,1834.80,1821.00
11/08/2021,1828.00,180098,1820.60,1828.30,1813.80
11/05/2021,1816.80,276580,1792.60,1820.10,1785.30
11/04/2021,1793.50,213034,1769.90,1800.30,1769.30
11/03/2021,1763.90,248047,1789.20,1789.30,1758.50
11/02/2021,1789.40,141590,1794.80,1797.80,1787.40
11/01/2021,1795.80,140366,1785.30,1797.50,1780.20
10/29/2021,1783.90,248553,1801.50,1802.90,1772.40
10/28/2021,1802.60,216464,1798.70,1812.70,1793.10
10/27/2021,1798.80,180196,1795.00,1801.00,1784.30
10/26/2021,1793.40,195602,1808.70,1809.80,1783.00
10/25/2021,1806.80,148222,1794.20,1811.50,1793.00
10/22/2021,1796.30,301766,1783.70,1815.50,1783.40
10/21/2021,1781.90,136936,1782.50,1790.30,1776.80
10/20/2021,1784.90,171291,1769.40,1789.60,1767.10
10/19/2021,1770.50,163590,1764.80,1786.00,1763.40
10/18/2021,1765.70,151275,1767.50,1772.50,1760.30
10/15/2021,1768.30,199306,1797.30,1797.70,1765.10
10/14/2021,1797.90,160575,1793.60,1801.90,1787.60
10/13/2021,1794.70,292440,1760.40,1797.40,1757.90
10/12/2021,1759.30,165367,1753.60,1770.00,1750.50
